Number Index,Name Index,Cluster,Crop,District,Taluka,Gram Panchayat,Notification Level,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
5054,4-Wheat Irri-Sabarkanta-PRANTIJ-KESHARPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,KESHARPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5055,4-Wheat Irri-Sabarkanta-PRANTIJ-GALSERA,4,Wheat Irri,Sabarkanta,PRANTIJ,GALSERA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5056,4-Wheat Irri-Sabarkanta-PRANTIJ-GED,4,Wheat Irri,Sabarkanta,PRANTIJ,GED,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5057,4-Wheat Irri-Sabarkanta-PRANTIJ-GHADAKAN,4,Wheat Irri,Sabarkanta,PRANTIJ,GHADAKAN,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5058,4-Wheat Irri-Sabarkanta-PRANTIJ-GADHI,4,Wheat Irri,Sabarkanta,PRANTIJ,GADHI,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5059,4-Wheat Irri-Sabarkanta-PRANTIJ-CHHADARADA,4,Wheat Irri,Sabarkanta,PRANTIJ,CHHADARADA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5060,4-Wheat Irri-Sabarkanta-PRANTIJ-JENPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,JENPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5061,4-Wheat Irri-Sabarkanta-PRANTIJ-ZALANI MUVADI,4,Wheat Irri,Sabarkanta,PRANTIJ,ZALANI MUVADI,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5062,4-Wheat Irri-Sabarkanta-PRANTIJ-ZIJAVA,4,Wheat Irri,Sabarkanta,PRANTIJ,ZIJAVA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5063,4-Wheat Irri-Sabarkanta-PRANTIJ-TAKHATGADH,4,Wheat Irri,Sabarkanta,PRANTIJ,TAKHATGADH,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5064,4-Wheat Irri-Sabarkanta-PRANTIJ-TAJAPUR(ORAN),4,Wheat Irri,Sabarkanta,PRANTIJ,TAJAPUR(ORAN),GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5065,4-Wheat Irri-Sabarkanta-PRANTIJ-DALPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,DALPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5066,4-Wheat Irri-Sabarkanta-PRANTIJ-DALANI MUVADI,4,Wheat Irri,Sabarkanta,PRANTIJ,DALANI MUVADI,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5067,4-Wheat Irri-Sabarkanta-PRANTIJ-NANANPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,NANANPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5068,4-Wheat Irri-Sabarkanta-PRANTIJ-NIKODIYA,4,Wheat Irri,Sabarkanta,PRANTIJ,NIKODIYA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5069,4-Wheat Irri-Sabarkanta-PRANTIJ-PALLACHAR,4,Wheat Irri,Sabarkanta,PRANTIJ,PALLACHAR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5070,4-Wheat Irri-Sabarkanta-PRANTIJ-PILUDRA,4,Wheat Irri,Sabarkanta,PRANTIJ,PILUDRA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5071,4-Wheat Irri-Sabarkanta-PRANTIJ-POGLU,4,Wheat Irri,Sabarkanta,PRANTIJ,POGLU,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5072,4-Wheat Irri-Sabarkanta-PRANTIJ-POYADA,4,Wheat Irri,Sabarkanta,PRANTIJ,POYADA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5073,4-Wheat Irri-Sabarkanta-PRANTIJ-PRANTIJ,4,Wheat Irri,Sabarkanta,PRANTIJ,PRANTIJ,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5074,4-Wheat Irri-Sabarkanta-PRANTIJ-FATEPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,FATEPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5075,4-Wheat Irri-Sabarkanta-PRANTIJ-BAINI MUVADI,4,Wheat Irri,Sabarkanta,PRANTIJ,BAINI MUVADI,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5076,4-Wheat Irri-Sabarkanta-PRANTIJ-BAKARPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,BAKARPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5077,4-Wheat Irri-Sabarkanta-PRANTIJ-BALISANA,4,Wheat Irri,Sabarkanta,PRANTIJ,BALISANA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5078,4-Wheat Irri-Sabarkanta-PRANTIJ-BOBHA,4,Wheat Irri,Sabarkanta,PRANTIJ,BOBHA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5079,4-Wheat Irri-Sabarkanta-PRANTIJ-MAJARA,4,Wheat Irri,Sabarkanta,PRANTIJ,MAJARA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5080,4-Wheat Irri-Sabarkanta-PRANTIJ-MAHADEVPUR(GHADI),4,Wheat Irri,Sabarkanta,PRANTIJ,MAHADEVPUR(GHADI),GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5081,4-Wheat Irri-Sabarkanta-PRANTIJ-MEMADPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,MEMADPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5082,4-Wheat Irri-Sabarkanta-PRANTIJ-MOYAD,4,Wheat Irri,Sabarkanta,PRANTIJ,MOYAD,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5083,4-Wheat Irri-Sabarkanta-PRANTIJ-MAUCHHA,4,Wheat Irri,Sabarkanta,PRANTIJ,MAUCHHA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5084,4-Wheat Irri-Sabarkanta-PRANTIJ-RASULPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,RASULPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5085,4-Wheat Irri-Sabarkanta-PRANTIJ-RASALOD,4,Wheat Irri,Sabarkanta,PRANTIJ,RASALOD,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5086,4-Wheat Irri-Sabarkanta-PRANTIJ-LIMALA,4,Wheat Irri,Sabarkanta,PRANTIJ,LIMALA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5087,4-Wheat Irri-Sabarkanta-PRANTIJ-VAJAPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,VAJAPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5088,4-Wheat Irri-Sabarkanta-PRANTIJ-VADAVASA,4,Wheat Irri,Sabarkanta,PRANTIJ,VADAVASA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5089,4-Wheat Irri-Sabarkanta-PRANTIJ-VADARAD,4,Wheat Irri,Sabarkanta,PRANTIJ,VADARAD,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5090,4-Wheat Irri-Sabarkanta-PRANTIJ-VAGHAPUR,4,Wheat Irri,Sabarkanta,PRANTIJ,VAGHAPUR,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5091,4-Wheat Irri-Sabarkanta-PRANTIJ-VAGHAROTA,4,Wheat Irri,Sabarkanta,PRANTIJ,VAGHAROTA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5092,4-Wheat Irri-Sabarkanta-PRANTIJ-SADANI MUVADI,4,Wheat Irri,Sabarkanta,PRANTIJ,SADANI MUVADI,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5093,4-Wheat Irri-Sabarkanta-PRANTIJ-SALAL,4,Wheat Irri,Sabarkanta,PRANTIJ,SALAL,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5094,4-Wheat Irri-Sabarkanta-PRANTIJ-SAPAD,4,Wheat Irri,Sabarkanta,PRANTIJ,SAPAD,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5095,4-Wheat Irri-Sabarkanta-PRANTIJ-SITVADA,4,Wheat Irri,Sabarkanta,PRANTIJ,SITVADA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5096,4-Wheat Irri-Sabarkanta-PRANTIJ-SONASAN,4,Wheat Irri,Sabarkanta,PRANTIJ,SONASAN,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5097,4-Wheat Irri-Sabarkanta-PRANTIJ-HADMATIYA,4,Wheat Irri,Sabarkanta,PRANTIJ,HADMATIYA,GP,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864","6,864"
5098,4-Wheat Irri-Sabarkanta-TALOD-ANAKHOL,4,Wheat Irri,Sabarkanta,TALOD,ANAKHOL,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5099,4-Wheat Irri-Sabarkanta-TALOD-ANIYOD,4,Wheat Irri,Sabarkanta,TALOD,ANIYOD,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5100,4-Wheat Irri-Sabarkanta-TALOD-AHAMADPURA,4,Wheat Irri,Sabarkanta,TALOD,AHAMADPURA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5101,4-Wheat Irri-Sabarkanta-TALOD-ANJANA,4,Wheat Irri,Sabarkanta,TALOD,ANJANA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5102,4-Wheat Irri-Sabarkanta-TALOD-UJEDIYA,4,Wheat Irri,Sabarkanta,TALOD,UJEDIYA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5103,4-Wheat Irri-Sabarkanta-TALOD-UMEDANIMUVADI,4,Wheat Irri,Sabarkanta,TALOD,UMEDANIMUVADI,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5104,4-Wheat Irri-Sabarkanta-TALOD-ANTROLIVAS DOLAJI,4,Wheat Irri,Sabarkanta,TALOD,ANTROLIVAS DOLAJI,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5105,4-Wheat Irri-Sabarkanta-TALOD-ANTROLIVAS PUNJAJI,4,Wheat Irri,Sabarkanta,TALOD,ANTROLIVAS PUNJAJI,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5106,4-Wheat Irri-Sabarkanta-TALOD-KATHAVADA,4,Wheat Irri,Sabarkanta,TALOD,KATHAVADA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5107,4-Wheat Irri-Sabarkanta-TALOD-KARAMIPURA,4,Wheat Irri,Sabarkanta,TALOD,KARAMIPURA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5108,4-Wheat Irri-Sabarkanta-TALOD-KABODARA,4,Wheat Irri,Sabarkanta,TALOD,KABODARA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5109,4-Wheat Irri-Sabarkanta-TALOD-KHEROL,4,Wheat Irri,Sabarkanta,TALOD,KHEROL,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5110,4-Wheat Irri-Sabarkanta-TALOD-GAMBHIRPURA,4,Wheat Irri,Sabarkanta,TALOD,GAMBHIRPURA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5111,4-Wheat Irri-Sabarkanta-TALOD-GUDIYA,4,Wheat Irri,Sabarkanta,TALOD,GUDIYA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5112,4-Wheat Irri-Sabarkanta-TALOD-GULABPURA,4,Wheat Irri,Sabarkanta,TALOD,GULABPURA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5113,4-Wheat Irri-Sabarkanta-TALOD-GORA,4,Wheat Irri,Sabarkanta,TALOD,GORA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5114,4-Wheat Irri-Sabarkanta-TALOD-JAVANPURA,4,Wheat Irri,Sabarkanta,TALOD,JAVANPURA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5115,4-Wheat Irri-Sabarkanta-TALOD-JORAJININA MUVADA,4,Wheat Irri,Sabarkanta,TALOD,JORAJININA MUVADA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5116,4-Wheat Irri-Sabarkanta-TALOD-TANTRDA,4,Wheat Irri,Sabarkanta,TALOD,TANTRDA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5117,4-Wheat Irri-Sabarkanta-TALOD-TALOD,4,Wheat Irri,Sabarkanta,TALOD,TALOD,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5118,4-Wheat Irri-Sabarkanta-TALOD-TAJPUR KEMP,4,Wheat Irri,Sabarkanta,TALOD,TAJPUR KEMP,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5119,4-Wheat Irri-Sabarkanta-TALOD-DADRDA,4,Wheat Irri,Sabarkanta,TALOD,DADRDA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5120,4-Wheat Irri-Sabarkanta-TALOD-DOLATABAD,4,Wheat Irri,Sabarkanta,TALOD,DOLATABAD,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5121,4-Wheat Irri-Sabarkanta-TALOD-DHADHVASNA,4,Wheat Irri,Sabarkanta,TALOD,DHADHVASNA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5122,4-Wheat Irri-Sabarkanta-TALOD-NAVALPUR,4,Wheat Irri,Sabarkanta,TALOD,NAVALPUR,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5123,4-Wheat Irri-Sabarkanta-TALOD-NAVA,4,Wheat Irri,Sabarkanta,TALOD,NAVA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5124,4-Wheat Irri-Sabarkanta-TALOD-NAVAVAS,4,Wheat Irri,Sabarkanta,TALOD,NAVAVAS,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5125,4-Wheat Irri-Sabarkanta-TALOD-NANA CHEKHALA,4,Wheat Irri,Sabarkanta,TALOD,NANA CHEKHALA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5126,4-Wheat Irri-Sabarkanta-TALOD-PADUSAN,4,Wheat Irri,Sabarkanta,TALOD,PADUSAN,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5127,4-Wheat Irri-Sabarkanta-TALOD-PUNSARI,4,Wheat Irri,Sabarkanta,TALOD,PUNSARI,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5128,4-Wheat Irri-Sabarkanta-TALOD-FOJIVADA,4,Wheat Irri,Sabarkanta,TALOD,FOJIVADA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5129,4-Wheat Irri-Sabarkanta-TALOD-BADODARA,4,Wheat Irri,Sabarkanta,TALOD,BADODARA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5130,4-Wheat Irri-Sabarkanta-TALOD-BORIYA BECHARAJI,4,Wheat Irri,Sabarkanta,TALOD,BORIYA BECHARAJI,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5131,4-Wheat Irri-Sabarkanta-TALOD-BHATIYA,4,Wheat Irri,Sabarkanta,TALOD,BHATIYA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5132,4-Wheat Irri-Sabarkanta-TALOD-BHEMPADA,4,Wheat Irri,Sabarkanta,TALOD,BHEMPADA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5133,4-Wheat Irri-Sabarkanta-TALOD-MAHIYAL,4,Wheat Irri,Sabarkanta,TALOD,MAHIYAL,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5134,4-Wheat Irri-Sabarkanta-TALOD-MAHEKAL,4,Wheat Irri,Sabarkanta,TALOD,MAHEKAL,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5135,4-Wheat Irri-Sabarkanta-TALOD-MAHELAV,4,Wheat Irri,Sabarkanta,TALOD,MAHELAV,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5136,4-Wheat Irri-Sabarkanta-TALOD-MADHAVGADH,4,Wheat Irri,Sabarkanta,TALOD,MADHAVGADH,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5137,4-Wheat Irri-Sabarkanta-TALOD-MUDHASNA,4,Wheat Irri,Sabarkanta,TALOD,MUDHASNA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5138,4-Wheat Irri-Sabarkanta-TALOD-MOTA CHEKHALA,4,Wheat Irri,Sabarkanta,TALOD,MOTA CHEKHALA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5139,4-Wheat Irri-Sabarkanta-TALOD-MODHUKA,4,Wheat Irri,Sabarkanta,TALOD,MODHUKA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5140,4-Wheat Irri-Sabarkanta-TALOD-MOTESARI,4,Wheat Irri,Sabarkanta,TALOD,MOTESARI,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5141,4-Wheat Irri-Sabarkanta-TALOD-MORALI,4,Wheat Irri,Sabarkanta,TALOD,MORALI,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5142,4-Wheat Irri-Sabarkanta-TALOD-MOHANPUR,4,Wheat Irri,Sabarkanta,TALOD,MOHANPUR,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5143,4-Wheat Irri-Sabarkanta-TALOD-RANASAN,4,Wheat Irri,Sabarkanta,TALOD,RANASAN,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5144,4-Wheat Irri-Sabarkanta-TALOD-RANIPURA,4,Wheat Irri,Sabarkanta,TALOD,RANIPURA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5145,4-Wheat Irri-Sabarkanta-TALOD-RUPAL,4,Wheat Irri,Sabarkanta,TALOD,RUPAL,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5146,4-Wheat Irri-Sabarkanta-TALOD-ROZAD,4,Wheat Irri,Sabarkanta,TALOD,ROZAD,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5147,4-Wheat Irri-Sabarkanta-TALOD-LALPUR(RANASAN),4,Wheat Irri,Sabarkanta,TALOD,LALPUR(RANASAN),GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5148,4-Wheat Irri-Sabarkanta-TALOD-LALANI MUVADI,4,Wheat Irri,Sabarkanta,TALOD,LALANI MUVADI,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5149,4-Wheat Irri-Sabarkanta-TALOD-VARVADA,4,Wheat Irri,Sabarkanta,TALOD,VARVADA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5150,4-Wheat Irri-Sabarkanta-TALOD-VALIYAMPUR,4,Wheat Irri,Sabarkanta,TALOD,VALIYAMPUR,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5151,4-Wheat Irri-Sabarkanta-TALOD-VAV,4,Wheat Irri,Sabarkanta,TALOD,VAV,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5152,4-Wheat Irri-Sabarkanta-TALOD-SALATPUR,4,Wheat Irri,Sabarkanta,TALOD,SALATPUR,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5153,4-Wheat Irri-Sabarkanta-TALOD-SAGPUR,4,Wheat Irri,Sabarkanta,TALOD,SAGPUR,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5154,4-Wheat Irri-Sabarkanta-TALOD-SIMALIYA,4,Wheat Irri,Sabarkanta,TALOD,SIMALIYA,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5155,4-Wheat Irri-Sabarkanta-TALOD-SULTANPUR,4,Wheat Irri,Sabarkanta,TALOD,SULTANPUR,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5156,4-Wheat Irri-Sabarkanta-TALOD-HARSOL,4,Wheat Irri,Sabarkanta,TALOD,HARSOL,GP,"8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040","8,040"
5157,6-Wheat Irri-Kheda-MATAR-ASLALI,6,Wheat Irri,Kheda,MATAR,ASLALI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5158,6-Wheat Irri-Kheda-MATAR-ASAMALI,6,Wheat Irri,Kheda,MATAR,ASAMALI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5159,6-Wheat Irri-Kheda-MATAR-ANTROLI,6,Wheat Irri,Kheda,MATAR,ANTROLI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5160,6-Wheat Irri-Kheda-MATAR-ENDRAVANI,6,Wheat Irri,Kheda,MATAR,ENDRAVANI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5161,6-Wheat Irri-Kheda-MATAR-UATAE,6,Wheat Irri,Kheda,MATAR,UATAE,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5162,6-Wheat Irri-Kheda-MATAR-UNDHELA,6,Wheat Irri,Kheda,MATAR,UNDHELA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5163,6-Wheat Irri-Kheda-MATAR-KATHODA,6,Wheat Irri,Kheda,MATAR,KATHODA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5164,6-Wheat Irri-Kheda-MATAR-KOSHIYAL,6,Wheat Irri,Kheda,MATAR,KOSHIYAL,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5165,6-Wheat Irri-Kheda-MATAR-KHODIYARAPURA,6,Wheat Irri,Kheda,MATAR,KHODIYARAPURA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5166,6-Wheat Irri-Kheda-MATAR-KHARETI,6,Wheat Irri,Kheda,MATAR,KHARETI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5167,6-Wheat Irri-Kheda-MATAR-GARMALA,6,Wheat Irri,Kheda,MATAR,GARMALA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5168,6-Wheat Irri-Kheda-MATAR-CHANOR,6,Wheat Irri,Kheda,MATAR,CHANOR,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5169,6-Wheat Irri-Kheda-MATAR-TRAJ,6,Wheat Irri,Kheda,MATAR,TRAJ,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5170,6-Wheat Irri-Kheda-MATAR-TRANJA,6,Wheat Irri,Kheda,MATAR,TRANJA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5171,6-Wheat Irri-Kheda-MATAR-DALOLI,6,Wheat Irri,Kheda,MATAR,DALOLI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5172,6-Wheat Irri-Kheda-MATAR-DETHLI,6,Wheat Irri,Kheda,MATAR,DETHLI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5173,6-Wheat Irri-Kheda-MATAR-NAGARAMA,6,Wheat Irri,Kheda,MATAR,NAGARAMA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5174,6-Wheat Irri-Kheda-MATAR-NADHANPUR,6,Wheat Irri,Kheda,MATAR,NADHANPUR,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5175,6-Wheat Irri-Kheda-MATAR-NANDOLI,6,Wheat Irri,Kheda,MATAR,NANDOLI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5176,6-Wheat Irri-Kheda-MATAR-PARIYEJ,6,Wheat Irri,Kheda,MATAR,PARIYEJ,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5177,6-Wheat Irri-Kheda-MATAR-RADHVANAJ,6,Wheat Irri,Kheda,MATAR,RADHVANAJ,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5178,6-Wheat Irri-Kheda-MATAR-PALLA,6,Wheat Irri,Kheda,MATAR,PALLA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5179,6-Wheat Irri-Kheda-MATAR-PIPARIYA,6,Wheat Irri,Kheda,MATAR,PIPARIYA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
